ID,FINE_ART_Scholarship _19/FAL,CLASS_19/FAL,ALTCUM_GPA_19_FAL,FINE_ARTS_Scholarship _19/FAL,MAJOR_FIXED_19/FAL,RETURN_BIN_19/FAL,Role_19/FAL,SPORT_19/FAL,Sport_19/FAL,FINE_ART_Scholarship _20/SPR,CLASS_20/SPR,ALTCUM_GPA_20/SPR,FINE_ARTS_Scholarship _20/SPR,MAJOR_FIXED_20/SPR,RETURN_BIN_20/SPR,Role_20/SPR,SPORT_20/SPR,Sport_20/SPR,FINE_ART_Scholarship _20/FAL,CLASS_20/FAL,ALTCUM_GPA_20/FAL,FINE_ARTS_Scholarship _20/FAL,MAJOR_FIXED_20/FAL,RETURN_BIN_20/FAL,Role_20/FAL,SPORT_20/FAL,Sport_20/FAL,FINE_ART_Scholarship _21/SPR,CLASS_21/SPR,ALTCUM_GPA_21/SPR,FINE_ARTS_Scholarship _21/SPR,MAJOR_FIXED_21/SPR,RETURN_BIN_21/SPR,Role_21/SPR,SPORT_21/SPR,Sport_21/SPR,FINE_ART_Scholarship _21/FAL,CLASS_21/FAL,ALTCUM_GPA_21/FAL,FINE_ARTS_Scholarship _21/FAL,MAJOR_FIXED_21/FAL,RETURN_BIN_21/FAL,Role_21/FAL,SPORT_21/FAL,Sport_21/FAL,FINE_ART_Scholarship _22/SPR,CLASS_22/SPR,ALTCUM_GPA_22/SPR,FINE_ARTS_Scholarship _22/SPR,MAJOR_FIXED_22/SPR,RETURN_BIN_22/SPR,Role_22/SPR,SPORT_22/SPR,Sport_22/SPR,FINE_ART_Scholarship _22/FAL,CLASS_22/FAL,ALTCUM_GPA_22/FAL,FINE_ARTS_Scholarship _22/FAL,MAJOR_FIXED_22/FAL,RETURN_BIN_22/FAL,Role_22/FAL,SPORT_22/FAL,Sport_22/FAL,FINE_ART_Scholarship _23/SPR,CLASS_23/SPR,ALTCUM_GPA_23/SPR,FINE_ARTS_Scholarship _23/SPR,MAJOR_FIXED_23/SPR,RETURN_BIN_23/SPR,Role_23/SPR,SPORT_23/SPR,Sport_23/SPR,FINE_ART_Scholarship _23/FAL,CLASS_23/FAL,ALTCUM_GPA_23/FAL,FINE_ARTS_Scholarship _23/FAL,MAJOR_FIXED_23/FAL,RETURN_BIN_23/FAL,Role_23/FAL,SPORT_23/FAL,Sport_23/FAL,FINE_ART_Scholarship _24/SPR,CLASS_24/SPR,ALTCUM_GPA_24/SPR,FINE_ARTS_Scholarship _24/SPR,MAJOR_FIXED_24/SPR,RETURN_BIN_24/SPR,Role_24/SPR,SPORT_24/SPR,Sport_24/SPR,FINE_ART_Scholarship _24/FAL,CLASS_24/FAL,ALTCUM_GPA_24/FAL,FINE_ARTS_Scholarship _24/FAL,MAJOR_FIXED_24/FAL,RETURN_BIN_24/FAL,Role_24/FAL,SPORT_24/FAL,Sport_24/FAL,FINE_ART_Scholarship _25/SPR,CLASS_25/SPR,ALTCUM_GPA_25/SPR,FINE_ARTS_Scholarship _25/SPR,MAJOR_FIXED_25/SPR,RETURN_BIN_25/SPR,Role_25/SPR,SPORT_25/SPR,Sport_25/SPR,ETHNICITY,RACE,RACE2,RACE3,GENDER,BIRTH_DATE,START_TERM,FIRST_GEN,RETURN?,RETURN_BIN,CONDITIONAL_ADMITS,PELL,ADMIT_STATUS,STA_FED_COHORT_GROUP,STATE,GRADS,PRIMARY_MAJOR,Membrshp Start Dt,Membrshp End Dt,years_org,SPORT_COUNT,INSTATE,RETENTION_BIN,INSTATE_BIN,PERSISTANCE_SO_JR_BIN,PERSISTANCE_JR_SR_BIN,ETHNICITY_BIN,RACE_BIN,GENDER_BIN,CONDITIONAL_ADMITS_BIN,FOOTBALL_BIN,FINAL_GPA,ATHLETE_BIN
425886,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AMBB,M Basketball,,FR,2.493,NO,UND,0,Member,AMBB,M Basketball,,FR,2.563,NO,UND,0,Member,AMBB,M Basketball,,SO,2.575,NO,AGR,0,Member,AMBB,M Basketball,,SO,2.436,NO,AGR,0,Member,AMBB,M Basketball,,JR,2.532,NO,AGR,0,Member,AMBB,M Basketball,,SR,2.399,NO,AGR,0,Member,AMBB,M Basketball,,SR,2.315,NO,AGR,1,Member,AMBB,M Basketball,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,12/22/2001,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,AGR,8/1/2020,5/1/2021,0.75,1,In State,0,0,0,0,0,0,0,0,0,2.315,1
426471,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AMXC,M Cross Country,,FR,1.325,NO,BUS,0,Varsity,AMXC,M Cross Country,,FR,2.05,NO,BUS,0,Varsity,AMXC,M Cross Country,,SO,1.989,NO,BUS,0,Varsity,AMXC,M Cross Country,,SO,1.646,NO,BUS,0,Varsity,AMXC,M Cross Country,,JR,2.102,NO,BUS,0,Varsity,AMXC,M Cross Country,,JR,2.199,NO,BUS,0,Varsity,AMXC,M Cross Country,,SR,2.06,NO,BUS,1,Varsity,AMXC,M Cross Country,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,7/30/2002,20/FAL,NO,Left,1,NO,NO,FR,20-21,NE,,BUS,8/1/2020,6/1/2024,3.84,1,In State,0,0,0,0,0,0,0,0,0,2.06,1
426517,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AGOL,MGolf,,FR,2.18,NO,UND,0,Varsity,AGOL,MGolf,,FR,1.771,NO,UND,0,Varsity,AGOL,MGolf,,SO,2.45,NO,UND,0,Varsity,AGOL,MGolf,,JR,2.474,NO,UND,0,Varsity,AGOL,MGolf,,JR,2.647,NO,EGR,0,Varsity,AGOL,MGolf,,JR,2.865,NO,EGR,0,Varsity,AGOL,MGolf,,SR,2.886,NO,EGR,0,Varsity,AGOL,MGolf,,SR,2.915,NO,EGR,1,Varsity,AGOL,MGolf,,,,,,,,,,NHS,WH,,,M,2/21/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,SD,YES,EGR,8/1/2020,6/1/2024,3.84,1,Out of State,0,1,0,0,0,0,0,0,0,2.915,1
426529,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,,,,,FR,2.075,NO,UND,0,,,,,FR,2.075,NO,BUS,0,,,,,FR,2.989,NO,BUS,0,,,,,SO,3.207,NO,BUS,0,,,,,SO,3.384,NO,BUS,0,,,,,JR,3.388,NO,BUS,0,,,,,SR,3.247,NO,BUS,0,,,,,SR,3.097,NO,BUS,1,,,,,,,,,,,,,NHS,WH,,,F,2/22/2002,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,BUS,,,,0,In State,0,0,0,0,0,0,1,0,0,3.097,0
426682,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,STSS,Spirit Squad,,FR,3.54,NO,UND,0,Member,STSS,Spirit Squad,,FR,3.469,NO,UND,1,Member,STSS,Spirit Squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,2/1/2002,20/FAL,NO,Left,1,NO,NO,FR,20-21,NE,,UND,8/1/2020,12/1/2021,1.33,1,In State,1,0,,,0,0,1,0,0,3.469,1
426927,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,FR,2.315,YES,ENG,0,,,,,FR,1.781,YES,ENG,0,,,,,SO,2.031,YES,ENG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,F,3/22/2002,20/FAL,NO,Left,1,NO,NO,FR,20-21,NE,,ENG,,,,0,In State,0,0,1,,0,0,1,0,0,2.031,0
427666,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AGOL,MGolf,,FR,2.825,NO,ACC,0,Varsity,AGOL,MGolf,,FR,2.935,NO,ACC,0,Varsity,AGOL,MGolf,,SO,2.834,NO,ACC,0,Varsity,AGOL,MGolf,,SO,3.09,NO,ACC,0,Varsity,AGOL,MGolf,,JR,3.2,NO,BUS,0,Varsity,AGOL,MGolf,,JR,3.313,NO,BUS,0,Varsity,AGOL,MGolf,,SR,3.428,NO,BUS,1,Varsity,AGOL,MGolf,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,4/7/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,CO,YES,BUS,8/1/2020,6/1/2024,3.84,1,Out of State,0,1,0,0,0,0,0,0,0,3.428,1
427692,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,ASOC,M Soccer,,FR,3.6,NO,BUS,0,Member,ASOC,M Soccer,,FR,3.123,NO,BUS,0,Member,ASOC,M Soccer,,SO,2.961,NO,BUS,0,Member,ASOC,M Soccer,,SO,2.944,NO,BUS,0,Member,ASOC,M Soccer,,JR,3.032,NO,BUS,0,Member,ASOC,M Soccer,,SR,3.093,NO,BUS,1,Member,ASOC,M Soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,9/7/2001,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,NE,YES,BUS,8/1/2020,5/1/2021,0.75,1,In State,0,0,0,0,0,0,0,0,0,3.093,1
430086,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AFBA,Football,,FR,2.575,NO,EGR,0,Member,AFBA,Football,,FR,1.819,NO,EGR,0,Member,AFBA,Football,,SO,2.005,NO,EGR,1,Member,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,12/15/2001,20/FAL,NO,Left,1,NO,YES,FR,20-21,NE,,EGR,8/1/2020,5/1/2022,1.75,1,In State,0,0,1,,0,0,0,0,1,2.005,1
430195,,,,,,,,,,,,,,,,,,,,FR,0,YES,UND,0,,,,,FR,2.985,YES,MUS,0,,,,,FR,3.1,YES,MUS,0,,,,,SO,3.248,YES,MUS,0,,,,,JR,3.233,YES,MUS,0,,,,,JR,3.299,YES,MUS,0,,,,,SR,3.294,YES,MUS,0,,,,,SR,3.163,YES,MUS,0,,,,,SR,3.204,YES,MUS,0,,,,,SR,3.212,YES,MUS,1,,,,NHS,WH,,,M,5/24/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,NE,YES,MUS,,,,0,In State,0,0,0,0,0,0,0,0,0,3.212,0
430465,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,AWRE,M Wrestling,,FR,3.34,NO,ACC,0,Member,AWRE,M Wrestling,,FR,2.623,NO,ACC,0,Member,AWRE,M Wrestling,,SO,2.102,NO,ACC,0,Member,AWRE,M Wrestling,,SO,2.06,YES,ACC,0,Member,AWRE,M Wrestling,,SO,2.123,YES,ACC,0,Member,AWRE,M Wrestling,,JR,1.928,YES,ACC,0,Member,AWRE,M Wrestling,,JR,2,YES,ACC,0,Member,AWRE,M Wrestling,,JR,2.049,YES,ACC,0,Member,AWRE,M Wrestling,,SR,2.209,YES,ACC,1,Member,AWRE,M Wrestling,NHS,WH,,,M,8/9/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,NE,YES,ACC,8/1/2020,12/1/2021,1.33,1,In State,0,0,0,0,0,0,0,0,0,2.209,1
430470,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Member,ABSA,Baseball,,FR,2.575,NO,BUS,0,Member,ABSA,Baseball,,FR,2.672,NO,BUS,0,Member,ABSA,Baseball,,SO,2.795,NO,BUS,0,Member,ABSA,Baseball,,SO,2.832,NO,BUS,0,Member,ABSA,Baseball,,JR,2.856,NO,BUS,0,Member,ABSA,Baseball,,JR,2.846,NO,BUS,0,Member,ABSA,Baseball,,SR,2.805,NO,BUS,1,Member,ABSA,Baseball,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,1/14/2002,20/FAL,NO,Graduated,0,NO,YES,FR,20-21,NE,YES,BUS,8/1/2020,12/1/2020,0.33,1,In State,0,0,0,0,0,0,0,0,0,2.805,1
430482,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,AFBA,Football,,FR,3.48,NO,BUS,0,Varsity,AFBA,Football,,FR,3.489,NO,BUS,1,Varsity,AFBA,Football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NHS,WH,,,M,1/14/2002,20/FAL,NO,Left,1,NO,YES,FR,20-21,NE,,BUS,8/1/2020,12/1/2021,1.33,1,In State,1,0,,,0,0,0,0,1,3.489,1
430714,,,,,,,,,,,,,,,,,,,,FR,0,NO,UND,0,Varsity,ATEN,M Tennis,,FR,3,NO,UND,0,Varsity,ATEN,M Tennis,,FR,2.738,NO,BUS,0,Varsity,ATEN,M Tennis,,SO,2.8,NO,BUS,0,Varsity,ATEN,M Tennis,,SO,2.794,NO,BUS,0,Varsity,ATEN,M Tennis,,JR,2.829,NO,BUS,0,Varsity,ATEN,M Tennis,,JR,2.674,NO,BUS,0,Varsity,ATEN,M Tennis,,SR,2.64,NO,BUS,1,Varsity,ATEN,M Tennis,,,,,,,,,,,,,,,,,,,,,,,M,2/4/2002,20/FAL,NO,Graduated,0,NO,NO,FR,20-21,NE,YES,BUS,8/1/2020,6/1/2024,3.84,1,In State,0,0,0,0,0,1,0,0,0,2.64,1
